sentenceID,isConcordant,sentenceType,isPlausible,sentenceContent,sentenceLoop.thisRepN,sentenceLoop.thisTrialN,sentenceLoop.thisN,sentenceLoop.thisIndex,instr.started,instr.stopped,confirm.keys,confirm.rt,confirm.started,confirm.stopped,isNative.started,isNative.stopped,isNativeResp.keys,isNativeResp.rt,isNativeResp.started,isNativeResp.stopped,text.started,text.stopped,text_2.started,text_2.stopped,practice1Cross.started,practice1Cross.stopped,practice1Text.started,practice1Text.stopped,practice1Resp.keys,practice1Resp.rt,practice1Resp.started,practice1Resp.stopped,feedback1Text.started,feedback1Text.stopped,feedback1Blank.started,feedback1Blank.stopped,practice2Cross.started,practice2Cross.stopped,practice2Text.started,practice2Text.stopped,practice2Resp.keys,practice2Resp.rt,practice2Resp.started,practice2Resp.stopped,feedback2Text.started,feedback2Text.stopped,feedback2Blank.started,feedback2Blank.stopped,sentence.started,sentence.stopped,fixationCross.started,fixationCross.stopped,sentenceResp.keys,sentenceResp.rt,sentenceResp.started,sentenceResp.stopped,debriefText.started,debriefText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,14.3930696999887,None,y,54.798526800004765,14.3930696999887,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Nov_25_1035,sentPlausibility,2021.2.3,59.98343256150182,
,,,,,,,,,,,,,,,69.21804050006904,None,n,4.156817500013858,69.21804050006904,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Nov_25_1035,sentPlausibility,2021.2.3,59.98343256150182,
,,,,,,,,,,,,,,,,,,,,,73.39510700001847,78.39962590008508,78.38342820003163,None,81.38562250009272,82.38744920003228,82.37038630002644,None,y,4.012443299987353,82.37038630002644,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Nov_25_1035,sentPlausibility,2021.2.3,59.98343256150182,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.422479400062,91.42928300006315,91.4131800000323,None,94.41567250003573,95.41689370002132,95.40018290001899,None,n,2.446750900009647,95.40018290001899,None,,,,,,,,,,,,,,,,001,2021_Nov_25_1035,sentPlausibility,2021.2.3,59.98343256150182,
27,True,intransitive,True,The cake crumbled in my hands.,0,0,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.87855840008706,102.89077689999249,102.85819990001619,None,106.87840040004812,109.8810493000783,105.88960580003913,106.89507159998175,y,3.2086786000290886,106.87840040004812,None,,,,001,2021_Nov_25_1035,sentPlausibility,2021.2.3,59.98343256150182,
49,False,intransitive,True,The box opened after a short while.,0,1,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.1161358000245,None,110.1246430000756,111.13283160002902,y,2.898796399938874,111.1161358000245,None,,,,001,2021_Nov_25_1035,sentPlausibility,2021.2.3,59.98343256150182,
63,False,intransitive,True,The sweater tore along the seams.,0,2,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.03663840005174,None,114.04168010002468,115.05323870002758,y,2.9381701999809593,115.03663840005174,None,,,,001,2021_Nov_25_1035,sentPlausibility,2021.2.3,59.98343256150182,
30,True,intransitive,False,The boy burst behind the balloon.,0,3,3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.00721780001186,None,118.01147110003512,119.02387969999108,n,2.951267100055702,119.00721780001186,None,,,,001,2021_Nov_25_1035,sentPlausibility,2021.2.3,59.98343256150182,
42,False,transitive,False,The shirt shrank the hot water.,0,4,4,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.97782969998661,None,121.9796032999875,122.99414419999812,n,2.6209918000968173,122.97782969998661,None,,,,001,2021_Nov_25_1035,sentPlausibility,2021.2.3,59.98343256150182,
35,False,transitive,True,The waves sank the boat.,0,5,5,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.63137329998426,None,125.63159050000831,126.63137329998426,y,2.575253500021063,126.63137329998426,None,,,,001,2021_Nov_25_1035,sentPlausibility,2021.2.3,59.98343256150182,
