instr.started,instr.stopped,confirm.keys,confirm.rt,confirm.started,confirm.stopped,participant,session,date,expName,psychopyVersion,frameRate,
13.445574500132352,None,y,2.6448527998290956,13.445574500132352,None,,001,2021_Dec_01_1257,sentPlausibility,2021.2.3,59.919097274523466,
