instr.started,instr.stopped,confirm.keys,confirm.rt,confirm.started,confirm.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.6173698999919,None,y,39.51090349990409,10.6173698999919,None,,001,2021_Nov_25_1022,sentPlausibility,2021.2.3,59.92764334268261,
