sentenceID,isConcordant,sentenceType,isPlausible,sentenceContent,sentenceLoop.thisRepN,sentenceLoop.thisTrialN,sentenceLoop.thisN,sentenceLoop.thisIndex,instr.started,instr.stopped,confirm.keys,confirm.rt,confirm.started,confirm.stopped,isNative.started,isNative.stopped,isNativeResp.keys,isNativeResp.rt,isNativeResp.started,isNativeResp.stopped,text.started,text.stopped,text_2.started,text_2.stopped,practice1Cross.started,practice1Cross.stopped,practice1Text.started,practice1Text.stopped,practice1Resp.keys,practice1Resp.rt,practice1Resp.started,practice1Resp.stopped,feedback1Text.started,feedback1Text.stopped,feedback1Blank.started,feedback1Blank.stopped,practice2Cross.started,practice2Cross.stopped,practice2Text.started,practice2Text.stopped,practice2Resp.keys,practice2Resp.rt,practice2Resp.started,practice2Resp.stopped,feedback2Text.started,feedback2Text.stopped,feedback2Blank.started,feedback2Blank.stopped,sentence.started,sentence.stopped,fixationCross.started,fixationCross.stopped,sentenceResp.keys,sentenceResp.rt,sentenceResp.started,sentenceResp.stopped,debriefText.started,debriefText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,18.69456490012817,None,y,102.25415029982105,18.69456490012817,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2021_Dec_01_1500,sentPlausibility,2021.2.3,60.10384736458702,
,,,,,,,,,,,,,,,120.98763700015843,None,n,8.663801999995485,120.98763700015843,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2021_Dec_01_1500,sentPlausibility,2021.2.3,60.10384736458702,
,,,,,,,,,,,,,,,,,,,,,129.67193370009772,134.68387300008908,134.65123010007665,None,137.6649414000567,138.66436120006256,138.64783819997683,None,y,3.718385900137946,138.64783819997683,None,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2021_Dec_01_1500,sentPlausibility,2021.2.3,60.10384736458702,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.42493139998987,147.42341180006042,147.4074953000527,None,150.4210976001341,151.42049850011244,151.40366400009952,None,n,3.0275761000812054,151.40366400009952,None,,,,,,,,,,,,,,,2,001,2021_Dec_01_1500,sentPlausibility,2021.2.3,60.10384736458702,
12,True,transitive,False,The soup heated the cook.,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.48895870009437,159.4968344999943,159.4643279002048,None,163.54386560013518,None,162.54651950020343,163.56061300006695,n,2.3627338998485357,163.54386560013518,None,,,2,001,2021_Dec_01_1500,sentPlausibility,2021.2.3,60.10384736458702,
51,False,intransitive,True,The pipe clogged after the rain.,0,1,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.92445620009676,169.43865919997916,165.9401905001141,166.94101270008832,n,2.7558218999765813,166.92445620009676,None,,,2,001,2021_Dec_01_1500,sentPlausibility,2021.2.3,60.10384736458702,
20,True,intransitive,False,The storm sank in the boat.,0,2,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.70476940018125,173.21877140016295,169.71871110005304,170.72135920007713,n,2.6318987000267953,170.70476940018125,None,,,2,001,2021_Dec_01_1500,sentPlausibility,2021.2.3,60.10384736458702,
7,True,transitive,True,The baker dissolved the sugar.,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.35174549999647,None,173.3668682000134,174.36821220000274,y,1.9983401999343187,174.35174549999647,None,,,2,001,2021_Dec_01_1500,sentPlausibility,2021.2.3,60.10384736458702,
41,False,transitive,True,The hot water shrank the shirt.,0,4,4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.36593410000205,179.88007080019452,176.37912380020134,177.38254440017045,None,,177.36593410000205,None,,,2,001,2021_Dec_01_1500,sentPlausibility,2021.2.3,60.10384736458702,
11,True,transitive,True,The cook heated the soup.,0,5,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.37831509998068,184.89260880020447,181.38800520007499,182.3950480001513,y,2.7021568999625742,182.37831509998068,181.38800520007499,,,2,001,2021_Dec_01_1500,sentPlausibility,2021.2.3,60.10384736458702,
42,False,transitive,False,The shirt shrank the hot water.,0,6,6,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.10876690014265,188.6228710000869,185.121772200102,186.12539900001138,n,2.5078472001478076,186.10876690014265,None,,,2,001,2021_Dec_01_1500,sentPlausibility,2021.2.3,60.10384736458702,
43,False,transitive,True,The cook crumbled the cake.,0,7,7,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.63908780016936,192.15332260006107,188.6515893000178,189.65579230012372,y,2.525220600189641,189.63908780016936,None,,,2,001,2021_Dec_01_1500,sentPlausibility,2021.2.3,60.10384736458702,
